CO2 Emissions: 0.005140697641224397 kg
Peak Memory Usage: 3056.34765625 MB

Profile Stats:
         36904374 function calls (34790896 primitive calls) in 865.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      102    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/composite_tensor_gradient.py:105(_get_tensors_for_gradient)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.11/traceback.py:372(extract)
     1651    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:33(__init__)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:284(is_supertype_of)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:488(<listcomp>)
       52    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variable_scope.py:2719(variable_creator_scope)
        7    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1654(remove_function)
    67/57    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:86(wrap_or_unwrap)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.11/traceback.py:394(_extract_from_extended_frame_gen)
       20    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextSyncExecutors}
      166    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/options.py:38(__eq__)
       42    0.001    0.000    0.001    0.000 <frozen os>:674(__getitem__)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:737(_to_proto)
        8    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/composite_tensor_gradient.py:170(<listcomp>)
     1606    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     1124    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/config/flags.py:25(config)
      404    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4330(_control_dependencies_stack)
      352    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/auto_control_deps.py:430(<genexpr>)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:719(<listcomp>)
       10    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:900(_update_snapshot)
      220    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:251(__getattr__)
       68    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.GetHandleShapeAndType}
       39    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:1567(is_backend_tensor_or_symbolic)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:113(is_subtype_of)
      288    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/trace_type_builder.py:61(__init__)
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/models/functional.py:285(_standardize_inputs)
      378    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1187(scope_name)
      260    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3742(__init__)
       56    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/auto_control_deps.py:265(__enter__)
        7    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextRemoveFunction}
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/range_op.py:42(_parse_args)
       42    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/backprop.py:684(_handle_or_self)
  180/130    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:812(__getattribute__)
      349    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/psutil/__init__.py:1054(memory_info)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:109(is_subtype_of)
       56    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:573(variables)
      374    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/numerictypes.py:288(issubclass_)
       30    0.000    0.000    0.001    0.000 /usr/lib/python3.11/_weakrefset.py:63(__iter__)
     1274    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
        6    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/range_op.py:65(_build_tensor)
      189    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5791(_restore_name_scope)
     1034    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:45(_AttrValue)
     2778    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2106(__exit__)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:1206(pack_sequence_as)
       11    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/type_dispatch.py:49(add_target)
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:1166(losses)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:964(verify_captures)
       20    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/op_selector.py:227(_get_inputs)
      824    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/traceable_stack.py:32(__init__)
    58/56    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/composite_tensor_utils.py:24(flatten_with_variables)
     2778    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2099(_c_graph)
     1211    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:744(_CheckAllInputsUsed)
       34    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/lift_to_graph.py:127(<dictcomp>)
       46    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextGetFunction}
      130    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4871(inside_function)
        5    0.000    0.000    0.001    0.000 {built-in method builtins.exec}
       69    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:859(internal_captures)
       70    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:578(get_strategy_and_replica_context)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:298(<listcomp>)
       10    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/psutil/_pslinux.py:1872(memory_info)
      274    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5749(__init__)
       93    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/execute.py:163(make_str)
       31    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/monitoring.py:143(get_cell)
       56    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:1189(flatten)
     80/8    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:632(weights)
      116    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:1101(<genexpr>)
       93    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:176(_MakeStr)
       73    0.000    0.000    0.001    0.000 /usr/lib/python3.11/re/__init__.py:272(_compile)
     2778    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2103(__enter__)
      104    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:138(__setitem__)
      155    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:474(<genexpr>)
        6    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/impl/conversion.py:69(is_unsupported)
      202    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:931(__iter__)
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:468(__init__)
        6    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/impl/conversion.py:112(is_allowlisted)
      556    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:40(_assert_type)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:3621(batch_all_reduce)
       34    0.000    0.000    0.001    0.000 <frozen _collections_abc>:778(__contains__)
        7    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:363(__init__)
     2778    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2109(get)
      272    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.}
       19    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/monitoring.py:359(get_cell)
      133    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:134(is_nested)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_util.py:769(_ConstantValue)
        8    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variable_scope.py:1204(get_collection)
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
       74    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/backprop.py:61(op_attr_type)
      121    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/tracking.py:18(is_tracking_enabled)
      134    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:1745(currentframe)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2487(_is_function)
      100    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:854(external_captures)
       74    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2114(_variable_creator_scope)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:744(variable_dtype)
       68    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/core/ag_ctx.py:76(__exit__)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/control_flow_util_v2.py:266(output_all_intermediates)
      282    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:34(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:313(line)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:1451(__delattr__)
       56    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/default_types.py:750(to_tensors)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/tracking.py:144(append)
     1753    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/control_flow_util.py:187(GetContainingWhileContext)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variable_scope.py:1213(global_variables)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/c_api_util.py:125(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:45(custom_gradient)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/autotrackable.py:72(__delattr__)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:440(set_shape)
